abstract,author,content,datetime,original,title,url,website
7月11日，优衣库母公司迅销有限公司发布2019财年前三季度业绩。截至5月31日，迅销累计综合收益为1157亿元，同比增长7%。旗下优衣库品牌，前三季度收益为966亿元，同比增长14.4%。其中，在中国内地市场溢利增长20%的带动下，大中华区溢利取得双位数增长。,(责任编辑：DF387),"7月11日，优衣库母
在日本优衣库事业分部方面，本财年前三季度累计收益为7010亿日元，同比减少0.5%，
不过，海外优衣库事业分部方面，前三季度累计收益为8205亿日元，同比增长14.6%，经营溢利为1248亿日元，同比增长11.1%，收益、溢利双增长。
第三季度中，收益同比增长15.3%，经营溢利同比增长14.9%。按地域来看，在中国内地市场溢利增长超过20%的带动下，大中华地区溢利录得双位数增长。东南亚及大洋洲地区亦因为夏装
在全球扩展方面，2018年9月，优衣库进入荷兰，于阿姆斯特丹开设首家门店；同年10月，东南亚地区规模最大的全球
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:22,北京商报,前三季度优衣库中国内地收益增两成,http://finance.eastmoney.com/a/201907121176406610.html,东方财富网
"卓尔控股的资本版图中，再添新军。7月11日，武汉华中数控股份有限公司(以下简称“华中数控”)对外发布公告称，今年7月10日至11日间，卓尔智能制造(武汉)有限公司(以下简称“卓尔智造”)及其实际控制人阎志通过深圳证券交易所集中竞价方式增持公司股份4,211,301股，增持股份比例超过1%；截至201...",(责任编辑：DF512),"卓尔控股的资本版图中，再添新军。
7月11日，武汉
按当前华中数控的股权结构计算，卓尔控股已成华中数控第一大
华中数控是继控股
“卓尔控股已创立23年。如果说创业早期为了获得生存和发展，那么当企业到一定规模后，除关心自己的发展外，应有更高的追求与担当，即积极关注所在地区的经济发展，乃至国家的
在频繁增持上市公司的背后，卓尔控股的商业触角已伸及产业
另一个维度的的华中数控
自今年1月16日起，卓尔控股陆续通过二级
华中数控是一家主营数控系统配套、工业
财报显示，2018年，华中数控
但在阎志看来，华中数控一直聚焦数控系统的研究和开发，公司自主研发智能制造核心部件，包括高档数控系统、伺服驱动、伺服电机、
这种定位并非没有根据，自主创新曾给华中数控一定的“江湖地位”。2016 年 4 月，公司自主研发的华中8型数控系统通过了国家重大科技成果鉴定，被评定为全面达到国际先进水平，此外，成功进入西门子等外资垄断的 3C 机床数控系统行业。在部分区域市场，一度有超过 7 成的机床企业使用华中8型系统。在热门的
当前的华中数控则已确立“一核三军”的
“华中数控拥有一批优秀的专家团队和高素质人才，在数控系统网络化智能化、多轴加工、机器人控制、智能决策支持等领域取得了重大技术突破。其研发的新一代智能机床数控系统受行业认可，在机器人关键部件生产具有完全的自主知识
卓尔控股的谋略
在阎志的商业帝国的谋划中，卓尔创业之初就烙上了鲜明的实业基因。
加工制造业一直是卓尔多年坚守的实业领域，也是卓尔
增持华中数控的背后，这看起来的偶然背后，是卓尔控股多年来对制造业深耕“初心”的落地。
“关键核心技术仍然受制于人的中国制造业，让中国产业发展尤其是高端制造装备业存在较大短板，如高端机床等一些领域的核心技术主要依靠进口的局面，严重影响到了我国经济长期发展竞争力。”阎志在上述文章中指出，装备制造业是“国之重器”，是实体经济的重要组成部分。其中高档数控机床作为工业母机，其应用范围几乎覆盖了从航空、飞机到汽车、手机等制造业的众多重要领域，是国家发展先进制造业的基石。
对于当下的卓尔控股来说，民营企业要实现高质量发展，必须紧密融入实体经济，敢于突破产业发展瓶颈，于
作为华中数控的大股东，阎志在上述文章中表示，未来卓尔将在资金、技术研发、市场营销等方面支持华中数控，专注于在智能制造领域的研发与经营，全力支持其建设好中国乃至世界一流的国家数控系统工程技术研究中心。“我们相信，在
事实上，作为一家高校孵化的上市公司，华中数控具有极强的科研能力，但在市场运作方面略有不足。一位长期跟踪华中数控的行业研究员指出，卓尔控股当下也不再局限于一个简单的
(责任编辑：DF512)",2019年07月11日 22:46,21世纪经济报道,一年“入手”两家上市公司 卓尔控股增持华中数控背后的中国智造梦,http://finance.eastmoney.com/a/201907111176268863.html,东方财富网
"ST中基公告，预计上半年盈利2400万元至3000万元，同比实现扭亏为盈。上年同期亏损8,384.61万元。主要原因为新疆生产建设兵团第十二师五一农场对公司及公司下属全资子公司新疆中基红色番茄产业有限公司、公司下属全资孙公司新疆中基中番种业有限责任公司、公司下属全资子公司新疆中基天然植物纯化高新技术研究院有限公司所属部分土地及地上附着物进行有偿征收取得收益所致。",(责任编辑：DF512),(责任编辑：DF512),2019年07月11日 22:49,中国证券网,ST中基上半年预计扭亏为盈,http://finance.eastmoney.com/a/201907111176271679.html,东方财富网
7月11日晚，探路者控股集团股份有限公司(以下简称“探路者”)发布2019年半年度业绩预告称，1月1日-6月30日，归属于上市公司股东的净利润比上年同期上升230%-250%，预计盈利7960万-8450万元，上年同期盈利为2412.08万元。,(责任编辑：DF387),"7月11日晚，
对于
与此同时，
业内人士认为，探路者此次业绩增长，一方面是因为回归主业，但更重要的是因为出售房产所带来的1/4至1/3左右的利润回报。可见，探路者未来想要进一步拔高利润，还需继续加强主业发展，出售房产仅是一时弥补。
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:26,北京商报,探路者上半年净利同比增超230%,http://finance.eastmoney.com/a/201907121176408491.html,东方财富网
7月11日，海马汽车发布控股子公司海马财务有限公司2019年半年度业绩预告，预计今年上半年营业总收入减少43.26%至8333万元，利润总额减少50.48%至5138万元，归属于上市公司股东的净利润预计减少50.46%至2061万元。,(责任编辑：DF387),"7月11日，海马汽车发布控股子
天眼查数据显示，海马财务有限
近年来，海马汽车销量持续下滑，2018年累计销量为6.7万辆，
由于2017-2018年连续两年
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:28,北京商报,海马财务公司预计上半年净利减半,http://finance.eastmoney.com/a/201907121176409212.html,东方财富网
瞄准闲置私家车“赚钱”需求的私家车共享业务迎来新入局者。7月11日，北京商报记者从GoFun出行相关负责人处获悉，GoFun已正式推出汽车托管业务，面向个人车主招募，车主每月可赚取收益。业内人士认为，相比自营车辆，虽然“收编”私家车能让GoFun“轻装上阵”，但随之而来的合规争议和后续运营风险将是GoFun需要面临的不小挑战。,(责任编辑：DF387),"瞄准闲置私家车“赚钱”需求的私家车共享业务迎来新入局者。7月11日，北京商报记者从GoFun出行相关负责人处获悉，GoFun已正式推出汽车托管业务，面向个人车主招募，车主每月可赚取收益。业内人士认为，相比自营车辆，虽然“收编”私家车能让GoFun“轻装上阵”，但随之而来的合规争议和后续运营风险将是GoFun需要面临的不小挑战。
新盈利点
目前，GoFun出行个人汽车托管业务在北京地区的车辆托管条件要求必须为京牌车辆，燃油车托管要求为九年内、行驶里程在10万公里内，新能源车要求是三年内3万公里内的车辆。
据了解，车主可选择闲置车辆托管或闲时车辆托管，闲置车辆要求三个月起托管，车辆将在北京地区范围内运行。收益方面，闲置托管车辆收益采取车主和平台5:5分成。
北京商报记者发现，在GoFun出行App上，“个人车主火热招募中”的
在租车用户方面，为提高平台吸引力，GoFun曾主动降低过一次押金门槛。今年4月，GoFun与芝麻
事实上，GoFun出行并非首家开展此类业务的
以凹凸租车为例，只要车辆行驶公里数不超过20万公里，手续及车险齐全，车况良好并有闲置时间，车主便可将闲置私家车发布至凹凸租车平台供其他人租用。期间，车主可以自主设置
合规争议
目前，对于个人汽车托管业务，国家尚没有专门法规对此进行明确规定。2017年，交通运输部曾在发布的《关于促进
不过，北京市对于车辆租赁行业的监管较为严格。2012年3月颁布的《北京市汽车租赁管理办法》，用于租赁的车辆应“行驶牌证齐全有效且为汽车租赁经营者所有”，且北京市对租赁小客车实施数量调控措施，汽车租赁经营者需要申请租赁小客车新增指标。
法律专家、北京志霖
对于合规问题，GuFun相关负责人回复北京商报记者称：“行业都在摸索和创新阶段，这是一种新兴业态，我们会紧密配合相关政策，并积极响应，配合政府共同推动行业规范化发展。另外，我们和滴滴等网约车平台不同，有相关规定必须是有司机且运输人或货物的才是营运。盘活闲置车辆，使之为共享出行服务，正是响应国家鼓励
后续风险
事实上，除了车辆托管方式本身是否合规，对于车主而言，看似“一本万利”的私家车出租生意也存在一定的风险与隐患，如平台倒闭、车辆遗失、事故担责等状况。
据了解，私家车
GoFun相关负责人表示，车主将车辆正式托管给GoFun平台后，平台会为车辆上车损险、盗抢险、50万元三者险，加装智能车机，订单期间车辆交通违法、出险、丢失等情况，由平台帮车主处理。
值得注意的是，我国《侵权责任法》规定，因租赁、
对于托管车辆发生事故时的责任划分问题，GoFun官方客服人员表示，如果是车辆使用者的责任，那么车辆保险会理赔一部分，剩余部分由使用者赔付；如果是第三方责任，GoFun会协助第三方完成理赔
此外，即便没有大事故，托管车辆在使用过程中也会发生损耗出现贬值。对此，GoFun官方给出的方案为：“托管车辆在GoFun平台托管期间，将按厂家要求标准进行车辆保养，车辆保养费用由GoFun承担。”
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:29,北京商报,GoFun入局 托管私家车靠谱吗,http://finance.eastmoney.com/a/201907121176409526.html,东方财富网
7月8日，首款搭载了京东方BDCell显示技术的全球首台海信高端彩电新品上市发布，该技术实现了更高的对比度、更精细的画面以及更自然纯真的色彩，为用户带来全新视觉体验的同时，双倍增加的液晶面板消耗量，让它有望成为一种“撬动行业整体格局”的“洪荒力量”。,(责任编辑：DF387),"7月8日，首款搭载了
据
有关专家解读，Dual Cell叠屏不仅仅是一个新技术的创新，而且还是一个崭新的“
据悉，
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:33,北京商报,京东方发布叠屏新技术,http://finance.eastmoney.com/a/201907121176410533.html,东方财富网
7月11日，北京产权交易所信息显示，中粮集团转让中粮天然五谷食品投资有限公司(以下简称“中粮五谷”)100%股权及11044万元债权，其中标的企业100%股权挂牌价格为1元，债权转让价格为2529.81万元。天眼查显示，中粮五谷旗下共有3家控股子公司，分别是中粮江西天然五谷食品有限公司、中粮广东天然五谷食品有限公司和中粮山东天然五谷食品有限公司。,(责任编辑：DF387),"7月11日，北京
天眼查显示，中粮五谷旗下
值得注意的是，去年11月2日，中粮集团就在北京
针对中粮集团再次转让子公司股权和债权的问题，北京商报记者通过邮件和短信方式联系了中粮集团，截至发稿未收到回复。
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:27,北京商报,中粮集团1元转让中粮五谷股权,http://finance.eastmoney.com/a/201907121176409055.html,东方财富网
CT检查作为一种医学影像检查技术，为精准诊疗提供了更有力的保障。近日，从开发区企业赛诺威盛科技(北京)有限公司(以下简称“赛诺威盛”)传来喜讯，该公司首台InsitumCT338顺利下线，并在海内外赢得了大量订单。,(责任编辑：DF387),"CT检查作为一种医学影像检查技术，为精准诊疗提供了更有力的保障。近日，从
Insitum CT 338是业界首台基于
六年时间，4款不同型号的CT产品、7张CFDA注册证、4张CE认证、50余项专利、研发的76厘米孔径精广角系列CT产品填补了国产大孔径CT机的空白……赛诺威盛的创新速度让人侧目。“我们坚持发挥医院的临床应用优势、高校的科研能力、企业自主创新能力，开展产、学、研、用的整合创新，实现CT产品的快速开发。”付诗农介绍说。
2018年，赛诺威盛牵手美国埃默里大学医学院放射与成像科学系唐向阳博士，共同承担北京市科委项目和
高于同行的发展速度，也让赛诺威盛获得了“黑马”的称号。据了解，赛诺威盛的CT产品实现了从三级到乡镇、从公立到民营医院的全覆盖，并紧随国家的“一带一路”布局，CT产品
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:36,北京商报,联合创新助赛诺威盛CT跨进海外市场,http://finance.eastmoney.com/a/201907121176412129.html,东方财富网
中国证券报记者从华盖资本获悉，顺丰集团投资并购部原负责人周家乐于近日加入华盖资本TMT基金任合伙人，负责开拓华盖资本在TMT，尤其是供应链、物流、企业服务等领域的投资。加入华盖资本前，周家乐曾任顺丰集团投资并购部负责人、利丰集团高级副总裁、华兴资本执行董事和年利达律师事务所律师。在顺丰集团期间，周家乐主导投资了Flexport和夏晖中国等案例。,(责任编辑：DF512),"中国
加入华盖资本前，周家乐曾任顺丰集团投资
(责任编辑：DF512)",2019年07月11日 22:40,中国证券报,顺丰集团投资并购部原负责人周家乐加入华盖资本 任TMT基金合伙人,http://finance.eastmoney.com/a/201907111176263950.html,东方财富网
近日，记者从瓦里安得知，瓦里安正式发布智慧云培训，开启一种全新的云培训服务模式。瓦里安将通过智慧云平台打造涵盖放射治疗的全流程“智慧诊室”，为医院提供放射治疗云平台整体解决方案。据介绍，智慧云培训是以VarianOnline和智·云4.0作为技术支撑，讲师与客户之间能够实时互动，还可以将培训期间的所有内容录制成视频，供客户多次学习和回顾。,(责任编辑：DF387),"近日，记者从瓦里安得知，瓦里安正式发布智慧云培训，开启一种全新的云培训
据介绍，智慧云培训是以VarianOnline和智·云4.0作为技术支撑，讲师与
瓦里安智慧云打造覆盖放射治疗的全流程“智慧诊室”，为医院提供放射治疗云平台整体解决方案，通过整合、重建科室网络资源，将放射治疗所涉及的各种设备、网络及软件系统进行统一
据介绍，瓦里安智慧云培训能为医联体中的各级医院和不同
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:36,北京商报,瓦里安打造全流程“智慧诊室”,http://finance.eastmoney.com/a/201907121176413545.html,东方财富网
加装柴油尾气净化液加注装置，将尾气转化成无害气体，成为柴油车降低尾气污染的主要方式。近日，中国石油柴油尾气净化液加注项目服务商入围项目正式公示评标结果，区内企业北京三盈联合石油技术有限公司以候选人第一名成绩入围全部五个标包，将把其研发的柴油尾气净化液加注装置推向全国，助力交通货运领域节能减排。,(责任编辑：DF387),"加装
北京三盈联合石油技术

（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:36,北京商报,三盈柴油尾气净化装备推向全国,http://finance.eastmoney.com/a/201907121176414224.html,东方财富网
7月8日，开发区森特士兴集团股份有限公司(以下简称“森特股份集团”)与北京科技大学签署战略合作协议，双方将在科技研发、高级专业人才培养、人员技术交流、科技成果转化等领域深化合作。据介绍，本次战略合作是促进双方资源共享、协同发展、深入合作的一个重要契机。,(责任编辑：DF387),"7月8日，
据介绍，本次
本次战略合作协议的签署同样将助力开发区科研成果深度融合落地，有力促进“三城一区”建设及打造具有全球
据了解，开发区作为北京唯一的
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:37,北京商报,森特士兴与北科大深化科研合作,http://finance.eastmoney.com/a/201907121176418325.html,东方财富网
“作为科创企业，需要创新资源和专业指导。”近日，嘉德长实科技园运营单位调查企业需求时，这样引进创新资源的需求较多，这也与园区推动创新发展的计划不谋而合，该园区运营单位立即着手开发了“科技平台”软件，搭建了科技展厅，从线上线下促进园区企业与科研院所专家交流，促进创新资源服务园区创新发展。,(责任编辑：DF387),"“作为科创
打开嘉德长实“科技平台”手机App，科技促转板块里，数十家科研机构、上百名专家、数百项发明专利列表呈现出来，而
“科技平台让我们创新发展更有底气。”嘉德长实科技园内企业因美未来
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:39,北京商报,嘉德长实搭建平台促创新发展,http://finance.eastmoney.com/a/201907121176426985.html,东方财富网
7月8日，记者从蓝箭航天空间科技股份有限公司(以下简称“蓝箭航天”)获悉，其自主研发的“天鹊”10吨级液氧甲烷发动机(TQ-11)推力室650秒长程试车成功，这是继80吨液氧甲烷发动机(TQ-12)20秒试车之后，“天鹊”液体火箭发动机家族取得的又一进展。一年前，蓝箭航天曾公布“80+10”火箭动力系统技术路线。,(责任编辑：DF387),"7月8日，记者从蓝箭航天空间
一年前，蓝箭航天曾公布“80+10”火箭动力系统技术路线。其中，“80”是“天鹊”80吨液氧甲烷发动机(TQ-12)，而“10”是10吨级液氧甲烷发动机(TQ-11)。TQ-11发动机通用于“朱雀二号”系列液氧甲烷运载火箭的二级游动发动机和三级主动力，游动发动机可控制火箭姿态。涡轮泵是对氧化剂和燃料进行增压的一种联动装置，来自贮箱的氧化剂和燃料经涡轮泵增压后可供应到推力室。
蓝箭航天“朱雀二号”系列液体火箭的设计理念是“通用化”和“
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:40,北京商报,650秒！蓝箭航天发动机推力室长程试车成功,http://finance.eastmoney.com/a/201907121176428728.html,东方财富网
【净利续滑不良贷款率升至4.3% 富滇银行拟定增13亿股】近日，证监会官网披露了富滇银行股份有限公司(以下简称富滇银行)《定向发行说明书》，富滇银行计划定向发行不超过13亿股股份，募集资金总额不超过42.64亿元。（每日经济新闻）,(责任编辑：DF387),"近日，证监会官网披露了富滇
《每日经济新闻》记者注意到，经历了去年净利大幅滑坡九成以后的

去年富滇银行
从具体收入结构来看，富滇银行今年一季度的利息净收入(集团口径)为10.75亿元，同比微涨2.58%，
同时，富滇银行也表示：2018年净利润大幅下降主要是因为该行于2018年末将逾期90天以上贷款全部计入不良贷款，使逾期90天以上贷款与不良贷款的比率降至98.7%，该行的不良贷款率大幅攀升。去年该行的拨备前利润为29.08亿元，较上年度增长8.21%，但是因大幅增加拨备计提，导致利润总额和净利润大幅下降。

去年末，富滇银行的不良贷款率极速上行了2.35个百分点至4.25%，截至今年一季度末，该行的不良贷款率相比于2018年末上升了0.05个百分点至4.3%。
从具体的五级贷款分类来看，该行一季度末的次级贷款虽然较年初之时有所下降，但是可疑贷款却较年初增长了14.79%，达到了46.19亿元，在贷款余额中占比达到了3.83%。
此外，《每日经济新闻》记者还注意到，富滇银行的贷款集中度也较高，该行去年年末的最大十家
富滇银行此次
富滇银行表示，此次定增所募集到的资金将用于补充该行的核心一级资本。截至今年一季度末，该行的资本充足率(母公司口径，下同)、一级资本充足率、核心一级资本充足率分别为13.02%、9.42%和9.42%，该行表示此次定增完成后以上三项资本指标将提升2.74、2.73和2.73个百分点。
截至2019年3月31日，富滇银行的注册资本为47.5亿元，该行并无控股
值得一提的是，富滇银行已经在制定上市计划，开展上市前期筹备
在去年年报中，富滇银行表示该行今年要实现资产总额达到2800亿元，净利润不低于3.8亿元，不良贷款率控制在3%的经营目标。目前来看，该行一季度末的资产总额较年初有所缩水，资产总额为2334.78亿元，净利润的经营目标完成了不到20%，要实现全年的经营目标，该行仍然是任重道远。
（文章来源：每日经济新闻）
(责任编辑：DF387)",2019年07月12日 05:45,每日经济新闻,净利续滑不良贷款率升至4.3% 富滇银行拟定增13亿股,http://finance.eastmoney.com/a/201907121176440030.html,东方财富网
7月11日，A股中的“酒类流通第一股”华致酒行发布2019年上半年业绩预告显示，今年上半年其净利润为1.935亿元-2.01亿元，比上年同期增长40.05%-45.48%。,(责任编辑：DF512),"7月11日，A股中的“酒类流通第一股”


在发布上半年业绩预告的同时，华致酒行还公布了一项投资计划，其
华致酒行称，此次投资目的是为进一步加强与核心
(责任编辑：DF512)",2019年07月12日 05:51,新京报,2019-07-12 02:58:49上半年净利约2亿元 将与五粮液共设投资基金,http://finance.eastmoney.com/a/201907121176438949.html,东方财富网
吉林森工(600189)7月11日晚公告，控股股东森工集团持有的2470万股通过司法划转方式被划转至中国华融资产管理股份有限公司(下称“华融资产”)，划转后华融资产所持股份占本公司总股本的3.45%。,(责任编辑：DF372),"回溯前情，因欠款纠纷，华融资产大连市分公司起诉
5月28日，吉林森工收到森工集团转来的抚顺市中院拍卖通知书，于2019年6月27日10至2019年6月28日10时止(延时的除外)在
7月2日，吉林森工收到森工集团发来的辽宁省抚顺市中院执行裁定书。根据相关法律规定，将被执行人森工集团2470万股无限售流通股股票作价人民币1.08亿元划拨给华融资产以抵偿所欠相应债务。7月11日，吉林森工收到了中登公司上海分公司的通知，获悉森工集团所持公司的股份发生变动。
据了解，本次权益变动前，森工集团共持有吉林森工股份2.81亿股，占公司总股本的39.18%；其一致行动人吉林省泉阳林业局持有吉林森工股份491.91万股，占吉林森工总股本的0.69%股份；森工集团及其一致行动人吉林省泉阳林业局合计持有吉林森工39.87%股份。本次权益变动后，森工集团持有吉林森工2.56亿股，占公司总股份的35.73%；森工集团及其一致行动人吉林省泉阳林业局共持有吉林森工2.61亿股，占公司总股本的36.42%。
本次股份划转后，华融资产所持股份占吉林森工总股本的3.45%。参照吉林森工2019年一季报披露的前十大股东持股情况，华融资产在本次股份划转之后，将成为吉林森工第5大股东。
吉林森工称，本次权益变动不会导致本公司控股股东、实际控制人的变化。上市公司控股股东仍为森工集团，实际控制人仍为吉林省国资委，本次权益变动不会对公司持续经营产生影响。

另一家吉林省上市公司
长白山2019年一季报显示，森工集团持有公司2641.5万股，占公司总股本的比例为9.91%，系公司第2大股东。本次股份划转之后，森工集团持有长白山1320.75万股，占公司总股本比例为4.95%。
长白山曾于5月30日公告，抚顺市中院受理的申请执行人华融资大连市分公司与被执行人长春大政
之后，森工集团所持有的约1320.75万股长白山股份如期在
正是在这样的背景下，申请执行人华融资产方面才于2019年6月28日向抚顺市中院提交了以物抵债申请，同意以流拍价人民币1.37亿元接受森工集团所持有的长白山1320.75万股股票抵偿其债券。
按照长白山2019年一季报前十大股东的持股情况看，本次股份划转后，森工集团和华融资产将分别成为长白山第2和第3大股东。
长白山表示， 森工集团本次所持公司股份被司法划转后，不会导致公司控制权发生变更，划转以后森工集团不是公司持股5%以上的股东。不会对公司治理结构、股权结构及持续性经营产生重大影响。
(责任编辑：DF372)",2019年07月11日 23:10,证券时报,以物抵债  华融资产“被动”成为两上市公司股东,http://finance.eastmoney.com/a/201907111176288052.html,东方财富网
7月11日，新京报记者获得一份落款时间为2019年6月24日的法律文书显示，泰国天丝医药保健有限公司(简称“泰国天丝”)起诉中国红牛生产商及销售商的一起诉讼被浙江省高级人民法院依法驳回。该法律文书载明，“红牛”商标权属之争至今尚无定论，待裁判生效更需时日。本案商标侵权之诉，又与商标权属、许可使用期限、合资企业股权结构及经营期限等问题互为关联、相互牵制，难以单独先行作出裁判。,(责任编辑：DF512),"7月11日，新京报记者获得一份落款时间为2019年6月24日的法律
该法律文书载明，“红牛”
因
2018年10月24日，泰国天丝声明称，红牛维他命饮料(泰国)
涉及红牛公司的案件在中国和泰国法院已有多起，当事人之间围绕中国合资企业的
有业内人士称，泰国天丝与中国红牛和解的可能性不大，因为中国红牛的境外分歧方在诉讼中处于全面不利地位，中国红牛在业已全面控制局面、
(责任编辑：DF512)",2019年07月12日 05:53,新京报,泰国天丝起诉中国红牛再遭驳回,http://finance.eastmoney.com/a/201907121176439596.html,东方财富网
7月11日，记者从开发区企业北京集创北方科技股份有限公司了解到，公司自主设计研发的驱动芯片ICN9305S和电源管理芯片iML8973助力京东方全球首款1209:63mm4K条形屏，这是全球首款长度达到1209mm，且长宽比接近20:1的条形屏，其分辨率达到4K级别。据介绍，集创北方研发的ICNL9305S芯片为1026信道输出的源级驱动芯片，可显示160亿种颜色。,(责任编辑：DF387),"7月11日，记者从
据介绍，集创北方研发的ICNL9305S芯片为1026信道输出的源级驱动芯片，可显示160亿种颜色。驱动芯片的功用就是“驱动”显示屏上每个像素的电压。在实际应用中，屏幕可以大到55英寸超高清电竞游戏屏，小至32英寸高清电视屏，还可用于条形屏。在高分辨率应用时，多颗驱动芯片遇到细长的PCB板，往往发生信号完整度失真和电源压降等非理想状况下的问题，这些都在ICNL9305S前期设计中做好了解决对策。而电源管理芯片iML8973是适用于LCD电视及显示器面板的二合一集成芯片，集创北方iML8973可以提供系统设计的高整合应用，精简了外围器件，节省整体
集创北方是一家专注于显示芯片设计的公司，主要
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:34,北京商报,集创北方两款芯片点亮4K屏,http://finance.eastmoney.com/a/201907121176411130.html,东方财富网
近日，中国石化(亦庄)智能制造研发生产基地项目在开发区奠基开工，将借力智能制造促进石油化工产业转型升级。据中国石化相关负责人介绍，我国石化产业虽规模大，但“大而不强”、“大而不优”也是产业发展的现状。产业自身需要进行转型升级，进一步降低成本和提质增效。,(责任编辑：DF387),"近日，
据

该基地总建筑面积约11.6万平方米，由长城能化牵头，依托中石化系统内多家科研及经营单位，以产学研用一体化合作机制为基础，通过智能化的感知、
近年来，中国石化一直高度重视智能化建设，选择旗下4家条件较好的炼化企业作为试点，建设了智能工厂的1.0版本，为中国石化带来了显著的发展成效。本次，中石化看中开发区科技创新的优秀环境，将智造基地建设在区内，向智能制造道路大踏步迈进，预计2021年6月该基地竣工，建成后将引入长城能化、石化盈科、催化剂
（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:35,北京商报,中石化亦庄智造基地开建,http://finance.eastmoney.com/a/201907121176411315.html,东方财富网
航天发展，动力先行。五年来，开发区凭借地利、人才和营商环境等优势，吸引了11家火箭公司入驻，并与其他10余家上下游企业共同组成开发区民营航天产业阵容，在近一年多的时间里执行了9次发射任务，完成近50次的各型号火箭发动机地面点火等重大试验任务，充分显示出开发区民营航天企业的创新活力，也展现了在组成火箭的核心部件研发和新技术方面取得进步。,(责任编辑：DF387),"（文章来源：北京商报）
(责任编辑：DF387)",2019年07月12日 05:40,北京商报,蓝箭、星河动力发动机双双试车成功 开发区企业引燃航天动力,http://finance.eastmoney.com/a/201907121176432733.html,东方财富网
7月11日晚间，南京医药发布公告，拟在南京市公共资源交易中心公开挂牌转让智博高科28.57%股权，股权挂牌底价为7600万元。南京医药此举主要为进一步集中资源聚焦主营业务发展，避免参股子公司或有经营风险及不确定性。,(责任编辑：DF512),"7月11日晚间，
根据资产评估
智博高科经营范围包括研制、生产、销售体内放射性药品等，注册资本为7000万元。其中，南京医药认缴出资1999.84万元，出资比例为28.57%，为智博高科第一大
根据相关公司2019年5月出具的股权价值资产评估报告，截至2018年8月31日，智博高科资产总额为2.62亿元，归属于母公司所有者权益合计为9152.02万元。智博高科2017年仍处于
(责任编辑：DF512)",2019年07月11日 23:11,新京报,聚焦主业 南京医药拟出售所持智博高科全部股权,http://finance.eastmoney.com/a/201907111176288289.html,东方财富网
